pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,family_name,title,alone,family_size,deck,persons_on_ticket,fare_per_head
1,1,Edwin Nelson Jr,male,42.0,1,0,11753,52.5542,D19,S,5,survived,"Boston, MA",Kimball,Mr.,0,2,D,2,26.2771
1,1,Edwin Nelson Jr (Gertrude Parsons),female,45.0,1,0,11753,52.5542,D19,S,5,survived,"Boston, MA",Kimball,Mrs.,0,2,D,2,26.2771
1,0,Herman,male,43.925,0,0,113028,26.55,C124,S,not_found,not_found,"Portland, OR",Klaber,Mr.,1,1,C,1,26.55
1,1,Emilie,female,39.0,0,0,24160,211.3375,unknown,S,2,survived,unknown,Kreuchen,Miss.,1,1,unknown,4,52.834375
1,1,Alice (Farnham),female,49.0,0,0,17465,25.9292,D17,S,8,survived,"New York, NY",Leader,Dr.,1,1,D,1,25.9292
1,1,Bertha,female,30.0,0,0,PC 17761,106.425,unknown,C,2,survived,unknown,LeRoy,Miss.,1,1,unknown,3,35.475
1,1,Gustave J,male,35.0,0,0,PC 17755,512.3292,B101,C,3,survived,unknown,Lesurer,Mr.,1,1,B,4,128.0823
1,0,Ervin G,male,43.21621621621622,0,0,PC 17612,27.7208,unknown,C,not_found,not_found,"Chicago, IL",Lewy,Mr.,1,1,unknown,1,27.7208
1,0,"Erik Gustaf (""Mr Edward Lingrey"")",male,42.0,0,0,17475,26.55,unknown,S,not_found,not_found,"Stockholm, Sweden",Lindeberg-Lind,Mr.,1,1,unknown,1,26.55
1,1,Carl Johan (Sigrid Posse),female,55.0,0,0,112377,27.7208,unknown,C,6,survived,"Stockholm, Sweden",Lindstrom,Mrs.,1,1,unknown,1,27.7208
1,1,Mary Conover,female,16.0,0,1,PC 17592,39.4,D28,S,9,survived,"Paris, France",Lines,Miss.,0,2,D,2,19.7
1,1,Ernest H (Elizabeth Lindsey James),female,51.0,0,1,PC 17592,39.4,D28,S,9,survived,"Paris, France",Lines,Mrs.,0,2,D,2,19.7
1,0,Milton Clyde,male,29.0,0,0,113501,30.0,D6,S,not_found,126.0,"Springfield, MA",Long,Mr.,1,1,D,1,30.0
1,1,Gretchen Fiske,female,21.0,0,0,13502,77.9583,D9,S,10,survived,"Hudson, NY",Longley,Miss.,1,1,D,3,25.986099999999997
1,0,Joseph Holland,male,30.0,0,0,113801,45.5,unknown,S,not_found,not_found,"London / New York, NY",Loring,Mr.,1,1,unknown,1,45.5
1,1,Elise,female,58.0,0,0,PC 17569,146.5208,B80,C,boat_unknown,survived,unknown,Lurette,Miss.,1,1,B,3,48.84026666666667
1,1,Georgette Alexandra,female,15.0,0,1,24160,211.3375,B5,S,2,survived,"St Louis, MO",Madill,Miss.,0,2,B,4,52.834375
1,0,John Edward,male,30.0,0,0,110469,26.0,C106,S,not_found,not_found,"Brockton, MA",Maguire,Mr.,1,1,C,1,26.0
1,1,Roberta,female,16.0,0,0,110152,86.5,B79,S,8,survived,unknown,Maioni,Miss.,1,1,B,3,28.833333333333332
1,1,Pierre,male,35.53846153846154,0,0,11774,29.7,C47,C,7,survived,"Paris, France",Marechal,Mr.,1,1,C,1,29.7
1,0,Daniel Warner,male,19.0,1,0,113773,53.1,D30,S,not_found,not_found,"New York, NY",Marvin,Mr.,0,2,D,2,26.55
1,1,Daniel Warner (Mary Graham Carmichael Farquarson),female,18.0,1,0,113773,53.1,D30,S,10,survived,"New York, NY",Marvin,Mrs.,0,2,D,2,26.55
1,1,"Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C,6,survived,"Belgium  Montreal, PQ",Mayne,Mlle.,1,1,C,1,49.5042
1,0,Thomas Francis,male,46.0,0,0,13050,75.2417,C6,C,not_found,292.0,"Vancouver, BC",McCaffry,Mr.,1,1,C,2,37.62085
1,0,Timothy J,male,54.0,0,0,17463,51.8625,E46,S,not_found,175.0,"Dorchester, MA",McCarthy,Mr.,1,1,E,2,25.93125
1,1,James Robert,male,36.0,0,0,PC 17473,26.2875,E25,S,7,survived,"Philadelphia, PA",McGough,Mr.,1,1,E,1,26.2875
1,0,Edgar Joseph,male,28.0,1,0,PC 17604,82.1708,unknown,C,not_found,not_found,"New York, NY",Meyer,Mr.,0,2,unknown,2,41.0854
1,1,Edgar Joseph (Leila Saks),female,37.95238095238095,1,0,PC 17604,82.1708,unknown,C,6,survived,"New York, NY",Meyer,Mrs.,0,2,unknown,2,41.0854
1,0,Francis Davis,male,65.0,0,0,13509,26.55,E38,S,not_found,249.0,"East Bridgewater, MA",Millet,Mr.,1,1,E,1,26.55
1,0,William Edward,male,44.0,2,0,19928,90.0,C78,Q,not_found,230.0,"Fond du Lac, WI",Minahan,Dr.,0,3,C,3,30.0
1,1,Daisy E,female,33.0,1,0,19928,90.0,C78,Q,14,survived,"Green Bay, WI",Minahan,Miss.,0,2,C,3,30.0
1,1,William Edward (Lillian E Thorpe),female,37.0,1,0,19928,90.0,C78,Q,14,survived,"Fond du Lac, WI",Minahan,Mrs.,0,2,C,3,30.0
1,1,Philipp Edmund,male,30.0,1,0,13236,57.75,C78,C,11,survived,"New York, NY",Mock,Mr.,0,2,C,2,28.875
1,0,Harry Markland,male,55.0,0,0,113787,30.5,C30,S,not_found,not_found,"Montreal, PQ",Molson,Mr.,1,1,C,1,30.5
1,0,Clarence Bloomfield,male,47.0,0,0,113796,42.4,unknown,S,not_found,not_found,"Washington, DC",Moore,Mr.,1,1,unknown,2,21.2
1,0,Charles H,male,37.0,0,1,PC 17596,29.7,C118,C,not_found,not_found,"Brooklyn, NY",Natsch,Mr.,0,2,C,1,29.7
1,1,Madeleine,female,31.0,1,0,35273,113.275,D36,C,6,survived,"Lexington, MA",Newell,Miss.,0,2,D,3,37.75833333333333
1,1,Marjorie,female,23.0,1,0,35273,113.275,D36,C,6,survived,"Lexington, MA",Newell,Miss.,0,2,D,3,37.75833333333333
1,0,Arthur Webster,male,58.0,0,2,35273,113.275,D48,C,not_found,122.0,"Lexington, MA",Newell,Mr.,0,3,D,3,37.75833333333333
1,1,Helen Monypeny,female,19.0,0,2,11752,26.2833,D47,S,5,survived,"New York, NY",Newsom,Miss.,0,3,D,1,26.2833
1,0,Arthur Ernest,male,64.0,0,0,693,26.0,unknown,S,not_found,263.0,"Isle of Wight, England",Nicholson,Mr.,1,1,unknown,1,26.0
1,1,Fermina,female,39.0,0,0,PC 17758,108.9,C105,C,8,survived,unknown,Oliva y Ocana,Dona.,1,1,C,3,36.300000000000004
1,1,Alfred Fernand,male,35.53846153846154,0,0,F.C. 12998,25.7417,unknown,C,7,survived,"Paris, France",Omont,Mr.,1,1,unknown,1,25.7417
1,1,Helene Ragnhild,female,22.0,0,1,113509,61.9792,B36,C,5,survived,"Providence, RI",Ostby,Miss.,0,2,B,2,30.9896
1,0,Engelhart Cornelius,male,65.0,0,1,113509,61.9792,B30,C,not_found,234.0,"Providence, RI",Ostby,Mr.,0,2,B,2,30.9896
1,0,Servando,male,28.5,0,0,PC 17562,27.7208,D43,C,not_found,189.0,"?Havana, Cuba",Ovies y Rodriguez,Mr.,1,1,D,1,27.7208
1,0,William Henry Marsh,male,43.925,0,0,112052,0.0,unknown,S,not_found,not_found,Belfast,Parr,Mr.,1,1,unknown,1,0.0
1,0,Austen,male,45.5,0,0,113043,28.5,C124,S,not_found,166.0,"Surbiton Hill, Surrey",Partner,Mr.,1,1,C,1,28.5
1,0,Vivian Ponsonby,male,23.0,0,0,12749,93.5,B24,S,not_found,not_found,"Montreal, PQ",Payne,Mr.,1,1,B,4,23.375
1,0,Thomas Clinton,male,29.0,1,0,113776,66.6,C2,S,not_found,not_found,"Isleworth, England",Pears,Mr.,0,2,C,2,33.3
1,1,Thomas (Edith Wearne),female,22.0,1,0,113776,66.6,C2,S,8,survived,"Isleworth, England",Pears,Mrs.,0,2,C,2,33.3
1,0,Victor de Satode,male,18.0,1,0,PC 17758,108.9,C65,C,not_found,not_found,"Madrid, Spain",Penasco y Castellana,Mr.,0,2,C,3,36.300000000000004
1,1,Victor de Satode (Maria Josefa Perez de Soto y Vallejo),female,17.0,1,0,PC 17758,108.9,C65,C,8,survived,"Madrid, Spain",Penasco y Castellana,Mrs.,0,2,C,3,36.300000000000004
1,1,Anne,female,30.0,0,0,12749,93.5,B73,S,3,survived,unknown,Perreault,Miss.,1,1,B,4,23.375
1,1,Arthur Godfrey,male,52.0,0,0,113786,30.5,C104,S,6,survived,"Toronto, ON",Peuchen,Major.,1,1,C,1,30.5
1,0,Walter Chamberlain,male,47.0,0,0,110465,52.0,C110,S,not_found,207.0,"Worcester, MA",Porter,Mr.,1,1,C,2,26.0
1,1,Thomas Jr (Lily Alexenia Wilson),female,56.0,0,1,11767,83.1583,C50,C,7,survived,"Mt Airy, Philadelphia, PA",Potter,Mrs.,0,2,C,3,27.71943333333333
1,0,John George,male,38.0,0,0,19972,0.0,unknown,S,not_found,not_found,"Rotterdam, Netherlands",Reuchlin,Jonkheer.,1,1,unknown,1,0.0
1,1,George Alexander Lucien,male,36.774692592592594,0,0,PC 17607,39.6,unknown,S,A,survived,"Paris /  New York, NY",Rheims,Mr.,1,1,unknown,1,39.6
1,0,Sante,male,22.0,0,0,PC 17760,135.6333,unknown,C,not_found,232.0,unknown,Ringhini,Mr.,1,1,unknown,4,33.908325
1,0,Victor,male,43.21621621621622,0,0,PC 17757,227.525,unknown,C,not_found,not_found,unknown,Robbins,Mr.,1,1,unknown,5,45.505
1,1,Edward Scott (Elisabeth Walton McMillan),female,43.0,0,1,24160,211.3375,B3,S,2,survived,"St Louis, MO",Robert,Mrs.,0,2,B,4,52.834375
1,0,Washington Augustus II,male,31.0,0,0,PC 17590,50.4958,A24,S,not_found,not_found,"Trenton, NJ",Roebling,Mr.,1,1,A,1,50.4958
1,1,"Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,unknown,S,9,survived,"New York, NY",Romaine,Mr.,1,1,unknown,1,26.55
1,0,Hugh Roscoe,male,43.925,0,0,113767,50.0,A32,S,not_found,not_found,"Seattle, WA",Rood,Mr.,1,1,A,1,50.0
1,1,Edith Louise,female,33.0,0,0,PC 17613,27.7208,A11,C,11,survived,"Paris, France",Rosenbaum,Miss.,1,1,A,1,27.7208
1,0,"George (""Mr George Thorne"")",male,46.0,0,0,PC 17585,79.2,unknown,C,not_found,16.0,"New York, NY",Rosenshine,Mr.,1,1,unknown,2,39.6
1,0,John Hugo,male,36.0,0,0,13049,40.125,A10,C,not_found,not_found,"Winnipeg, MB",Ross,Mr.,1,1,A,1,40.125
1,1,of (Lucy Noel Martha Dyer-Edwards),female,33.0,0,0,110152,86.5,B77,S,8,survived,"London  Vancouver, BC",Rothes,th.,1,1,B,3,28.833333333333332
1,0,Martin,male,55.0,1,0,PC 17603,59.4,unknown,C,not_found,not_found,"New York, NY",Rothschild,Mr.,0,2,unknown,2,29.7
1,1,Martin (Elizabeth L,female,54.0,1,0,PC 17603,59.4,unknown,C,6,survived,"New York, NY",Rothschild,Mrs.,0,2,unknown,2,29.7
1,0,Alfred G,male,33.0,0,0,113790,26.55,unknown,S,not_found,109.0,London,Rowe,Mr.,1,1,unknown,1,26.55
1,1,John Borie,male,13.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,survived,"Haverford, PA / Cooperstown, NY",Ryerson,Master.,0,5,B,7,37.482142857142854
1,1,Emily Borie,female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,survived,"Haverford, PA / Cooperstown, NY",Ryerson,Miss.,0,5,B,7,37.482142857142854
1,1,"Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,survived,"Haverford, PA / Cooperstown, NY",Ryerson,Miss.,0,5,B,7,37.482142857142854
1,0,Arthur Larned,male,61.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,not_found,not_found,"Haverford, PA / Cooperstown, NY",Ryerson,Mr.,0,5,B,7,37.482142857142854
1,1,Arthur Larned (Emily Maria Borie),female,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,4,survived,"Haverford, PA / Cooperstown, NY",Ryerson,Mrs.,0,5,B,7,37.482142857142854
1,1,Adolphe,male,36.774692592592594,0,0,19988,30.5,C106,S,3,survived,"Manchester, England",Saalfeld,Mr.,1,1,C,1,30.5
1,1,Emma,female,24.0,0,0,PC 17477,69.3,B35,C,9,survived,unknown,Sagesser,Mlle.,1,1,B,2,34.65
1,1,Abraham L,male,36.774692592592594,0,0,111163,26.0,unknown,S,1,survived,"New York, NY",Salomon,Mr.,1,1,unknown,1,26.0
1,1,Paul (Emma Mock),female,35.0,1,0,13236,57.75,C28,C,11,survived,"New York, NY",Schabert,Mrs.,0,2,C,2,28.875
1,1,Augusta,female,30.0,0,0,113798,31.0,unknown,C,4,survived,unknown,Serepeca,Miss.,1,1,unknown,2,15.5
1,1,Frederic Kimber,male,34.0,0,0,113794,26.55,unknown,S,7,survived,"New York, NY",Seward,Mr.,1,1,unknown,1,26.55
1,1,Elizabeth W,female,40.0,0,0,PC 17582,153.4625,C125,S,3,survived,"New York, NY / Greenwich CT",Shutes,Miss.,1,1,C,3,51.15416666666667
1,1,Spencer Victor,male,35.0,0,0,PC 17475,26.2875,E24,S,5,survived,"St Louis, MO",Silverthorne,Mr.,1,1,E,1,26.2875
1,0,William Baird,male,50.0,1,0,13507,55.9,E44,S,not_found,not_found,"Duluth, MN",Silvey,Mr.,0,2,E,2,27.95
1,1,William Baird (Alice Munger),female,39.0,1,0,13507,55.9,E44,S,11,survived,"Duluth, MN",Silvey,Mrs.,0,2,E,2,27.95
1,1,Oberst Alfons,male,56.0,0,0,13213,35.5,A26,C,3,survived,"Basel, Switzerland",Simonius-Blumer,Col.,1,1,A,1,35.5
1,1,William Thompson,male,28.0,0,0,113788,35.5,A6,S,7,survived,"New Britain, CT",Sloper,Mr.,1,1,A,1,35.5
1,0,John Montgomery,male,56.0,0,0,113792,26.55,unknown,S,not_found,not_found,"New York, NY",Smart,Mr.,1,1,unknown,1,26.55
1,0,James Clinch,male,56.0,0,0,17764,30.6958,A7,C,not_found,not_found,"St James, Long Island, NY",Smith,Mr.,1,1,A,1,30.6958
1,0,Lucien Philip,male,24.0,1,0,13695,60.0,C31,S,not_found,not_found,"Huntington, WV",Smith,Mr.,0,2,C,2,30.0
1,0,Richard William,male,43.925,0,0,113056,26.0,A19,S,not_found,not_found,"Streatham, Surrey",Smith,Mr.,1,1,A,1,26.0
1,1,Lucien Philip (Mary Eloise Hughes),female,18.0,1,0,13695,60.0,C31,S,6,survived,"Huntington, WV",Smith,Mrs.,0,2,C,2,30.0
1,1,John Pillsbury,male,24.0,1,0,21228,82.2667,B45,S,7,survived,"Minneapolis, MN",Snyder,Mr.,0,2,B,2,41.13335
1,1,John Pillsbury (Nelle Stevenson),female,23.0,1,0,21228,82.2667,B45,S,7,survived,"Minneapolis, MN",Snyder,Mrs.,0,2,B,2,41.13335
1,1,Robert Douglas,male,6.0,0,2,16966,134.5,E34,C,3,survived,"Tuxedo Park, NY",Spedden,Master.,0,3,E,5,26.9
1,1,Frederic Oakley,male,45.0,1,1,16966,134.5,E34,C,3,survived,"Tuxedo Park, NY",Spedden,Mr.,0,3,E,5,26.9
1,1,Frederic Oakley (Margaretta Corning Stone),female,40.0,1,1,16966,134.5,E34,C,3,survived,"Tuxedo Park, NY",Spedden,Mrs.,0,3,E,5,26.9
1,0,William Augustus,male,57.0,1,0,PC 17569,146.5208,B78,C,not_found,not_found,"Paris, France",Spencer,Mr.,0,2,B,3,48.84026666666667
1,1,William Augustus (Marie Eugenie),female,37.95238095238095,1,0,PC 17569,146.5208,B78,C,6,survived,"Paris, France",Spencer,Mrs.,0,2,B,3,48.84026666666667
1,1,Max,male,32.0,0,0,13214,30.5,B50,C,3,survived,"Basel, Switzerland",Stahelin-Maeglin,Dr.,1,1,B,1,30.5
1,0,William Thomas,male,62.0,0,0,113514,26.55,C87,S,not_found,not_found,"Wimbledon Park, London / Hayling Island, Hants",Stead,Mr.,1,1,C,1,26.55
1,1,Charles Emil Henry,male,54.0,1,0,11778,55.4417,C116,C,1,survived,"Newark, NJ",Stengel,Mr.,0,2,C,2,27.72085
1,1,Charles Emil Henry (Annie May Morris),female,43.0,1,0,11778,55.4417,C116,C,5,survived,"Newark, NJ",Stengel,Mrs.,0,2,C,2,27.72085
1,1,Walter Bertram (Martha Eustis),female,52.0,1,0,36947,78.2667,D20,C,4,survived,"Haverford, PA",Stephenson,Mrs.,0,2,D,2,39.13335
1,0,Albert A,male,43.21621621621622,0,0,PC 17605,27.7208,unknown,C,not_found,not_found,"Gallipolis, Ohio / ? Paris / New York",Stewart,Mr.,1,1,unknown,1,27.7208
1,1,George Nelson (Martha Evelyn),female,62.0,0,0,113572,80.0,B28,S,6,survived,"Cincinatti, OH",Stone,Mrs.,1,1,B,2,40.0
1,0,Isidor,male,67.0,1,0,PC 17483,221.7792,C55 C57,S,not_found,96.0,"New York, NY",Straus,Mr.,0,2,C,4,55.4448
1,0,Isidor (Rosalie Ida Blun),female,63.0,1,0,PC 17483,221.7792,C55 C57,S,not_found,not_found,"New York, NY",Straus,Mrs.,0,2,C,4,55.4448
1,0,Frederick,male,61.0,0,0,36963,32.3208,D50,S,not_found,46.0,"Haddenfield, NJ",Sutton,Mr.,1,1,D,1,32.3208
1,1,Frederick Joel (Margaret Welles Barron),female,48.0,0,0,17466,25.9292,D17,S,8,survived,"Brooklyn, NY",Swift,Mrs.,1,1,D,1,25.9292
1,1,Ruth,female,18.0,0,2,110413,79.65,E68,S,8,survived,"New York, NY",Taussig,Miss.,0,3,E,3,26.55
1,0,Emil,male,52.0,1,1,110413,79.65,E67,S,not_found,not_found,"New York, NY",Taussig,Mr.,0,3,E,3,26.55
1,1,Emil (Tillie Mandelbaum),female,39.0,1,1,110413,79.65,E67,S,8,survived,"New York, NY",Taussig,Mrs.,0,3,E,3,26.55
1,1,Elmer Zebley,male,48.0,1,0,19996,52.0,C126,S,5 7,survived,"London /  East Orange, NJ",Taylor,Mr.,0,2,C,2,26.0
1,1,Elmer Zebley (Juliet Cummins Wright),female,35.885245901639344,1,0,19996,52.0,C126,S,5 7,survived,"London /  East Orange, NJ",Taylor,Mrs.,0,2,C,2,26.0
1,0,John Borland,male,49.0,1,1,17421,110.8833,C68,C,not_found,not_found,"Haverford, PA",Thayer,Mr.,0,3,C,4,27.720825
1,1,John Borland Jr,male,17.0,0,2,17421,110.8833,C70,C,B,survived,"Haverford, PA",Thayer,Mr.,0,3,C,4,27.720825
1,1,John Borland (Marian Longstreth Morris),female,39.0,1,1,17421,110.8833,C68,C,4,survived,"Haverford, PA",Thayer,Mrs.,0,3,C,4,27.720825
1,1,Gertrude Maybelle,female,37.95238095238095,0,0,PC 17585,79.2,unknown,C,D,survived,"New York, NY",Thorne,Mrs.,1,1,unknown,2,39.6
1,1,Gilbert Milligan Jr,male,31.0,0,0,2543,28.5375,C53,C,7,survived,"Albany, NY",Tucker,Mr.,1,1,C,1,28.5375
1,0,Manuel E,male,40.0,0,0,PC 17601,27.7208,unknown,C,not_found,not_found,"Mexico City, Mexico",Uruchurtu,Don.,1,1,unknown,1,27.7208
1,0,Wyckoff,male,61.0,0,0,111240,33.5,B19,S,not_found,245.0,"Brooklyn, NY",Van der hoef,Mr.,1,1,B,1,33.5
1,0,William Anderson,male,47.0,0,0,36967,34.0208,D46,S,not_found,not_found,"East Orange, NJ",Walker,Mr.,1,1,D,1,34.0208
1,1,Anna,female,35.0,0,0,PC 17755,512.3292,unknown,C,3,survived,unknown,Ward,Miss.,1,1,unknown,4,128.0823
1,0,Frank Manley,male,64.0,1,0,110813,75.25,D37,C,not_found,not_found,"Portland, OR",Warren,Mr.,0,2,D,2,37.625
1,1,Frank Manley (Anna Sophia Atkinson),female,60.0,1,0,110813,75.25,D37,C,5,survived,"Portland, OR",Warren,Mrs.,0,2,D,2,37.625
1,0,John,male,60.0,0,0,113800,26.55,unknown,S,not_found,not_found,"England Salt Lake City, Utah",Weir,Col.,1,1,unknown,1,26.55
1,0,Percival Wayland,male,54.0,0,1,35281,77.2875,D26,S,not_found,not_found,"Brunswick, ME",White,Mr.,0,2,D,2,38.64375
1,0,Richard Frasar,male,21.0,0,1,35281,77.2875,D26,S,not_found,169.0,"Brunswick, ME",White,Mr.,0,2,D,2,38.64375
1,1,John Stuart (Ella Holmes),female,55.0,0,0,PC 17760,135.6333,C32,C,8,survived,"New York, NY / Briarcliff Manor NY",White,Mrs.,1,1,C,4,33.908325
1,1,Mary Natalie,female,31.0,0,2,36928,164.8667,C7,S,8,survived,"Youngstown, OH",Wick,Miss.,0,3,C,4,41.216675
1,0,George Dennick,male,57.0,1,1,36928,164.8667,unknown,S,not_found,not_found,"Youngstown, OH",Wick,Mr.,0,3,unknown,4,41.216675
1,1,George Dennick (Mary Hitchcock),female,45.0,1,1,36928,164.8667,unknown,S,8,survived,"Youngstown, OH",Wick,Mrs.,0,3,unknown,4,41.216675
1,0,George Dunton,male,50.0,1,1,113503,211.5,C80,C,not_found,not_found,"Elkins Park, PA",Widener,Mr.,0,3,C,5,42.3
1,0,Harry Elkins,male,27.0,0,2,113503,211.5,C82,C,not_found,not_found,"Elkins Park, PA",Widener,Mr.,0,3,C,5,42.3
1,1,George Dunton (Eleanor Elkins),female,50.0,1,1,113503,211.5,C80,C,4,survived,"Elkins Park, PA",Widener,Mrs.,0,3,C,5,42.3
1,1,Constance,female,21.0,0,0,113795,26.55,unknown,S,8 10,survived,"Duluth, MN",Willard,Miss.,1,1,unknown,1,26.55
1,0,Charles Duane,male,51.0,0,1,PC 17597,61.3792,unknown,C,not_found,not_found,"Geneva, Switzerland / Radnor, PA",Williams,Mr.,0,2,unknown,2,30.6896
1,1,Richard Norris II,male,21.0,0,1,PC 17597,61.3792,unknown,C,A,survived,"Geneva, Switzerland / Radnor, PA",Williams,Mr.,0,2,unknown,2,30.6896
1,0,Fletcher Fellows,male,43.925,0,0,113510,35.0,C128,S,not_found,not_found,"London, England",Williams-Lambert,Mr.,1,1,C,1,35.0
1,1,Helen Alice,female,31.0,0,0,16966,134.5,E39 E41,C,3,survived,unknown,Wilson,Miss.,1,1,E,5,26.9
1,1,Hugh,male,36.774692592592594,0,0,19947,35.5,C52,S,D,survived,"London, England",Woolner,Mr.,1,1,C,1,35.5
1,0,George,male,62.0,0,0,113807,26.55,unknown,S,not_found,not_found,"Halifax, NS",Wright,Mr.,1,1,unknown,1,26.55
1,1,Marie Grice,female,36.0,0,0,PC 17760,135.6333,C32,C,8,survived,"New York, NY / Washington, DC",Young,Miss.,1,1,C,4,33.908325
2,0,Samuel,male,30.0,1,0,P/PP 3381,24.0,unknown,C,not_found,not_found,"Russia New York, NY",Abelson,Mr.,0,2,unknown,2,12.0
2,1,Samuel (Hannah Wizosky),female,28.0,1,0,P/PP 3381,24.0,unknown,C,10,survived,"Russia New York, NY",Abelson,Mrs.,0,2,unknown,2,12.0
2,0,Charles Augustus,male,30.0,0,0,248744,13.0,unknown,S,not_found,not_found,"Bryn Mawr, PA, USA",Aldworth,Mr.,1,1,unknown,1,13.0
2,0,Edgardo Samuel,male,18.0,0,0,231945,11.5,unknown,S,not_found,not_found,"Buenos Aires, Argentina / New Jersey, NJ",Andrew,Mr.,1,1,unknown,1,11.5
2,0,Frank Thomas,male,25.0,0,0,C.A. 34050,10.5,unknown,S,not_found,not_found,"Cornwall, England Houghton, MI",Andrew,Mr.,1,1,unknown,1,10.5
2,0,William A,male,34.0,1,0,226875,26.0,unknown,S,not_found,not_found,"Warwick, England",Angle,Mr.,0,2,unknown,2,13.0
2,1,"William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,unknown,S,11,survived,"Warwick, England",Angle,Mrs.,0,2,unknown,2,13.0
2,0,John,male,57.0,0,0,244346,13.0,unknown,S,not_found,not_found,"West Hoboken, NJ",Ashby,Mr.,1,1,unknown,1,13.0
2,0,Percy Andrew,male,18.0,0,0,29108,11.5,unknown,S,not_found,not_found,"Penzance, Cornwall / Akron, OH",Bailey,Mr.,1,1,unknown,1,11.5
2,0,Charles Robert,male,23.0,0,0,C.A. 31030,10.5,unknown,S,not_found,not_found,Guernsey,Baimbrigge,Mr.,1,1,unknown,1,10.5
2,1,(Ada E Hall),female,36.0,0,0,28551,13.0,D,S,10,survived,"Bristol, Avon / Jacksonville, FL",Ball,Mrs.,1,1,D,1,13.0
2,0,Frederick James,male,28.0,0,0,C.A./SOTON 34068,10.5,unknown,S,not_found,not_found,"Plymouth, Dorset / Houghton, MI",Banfield,Mr.,1,1,unknown,1,10.5
2,0,Robert James,male,51.0,0,0,S.O.P. 1166,12.525,unknown,S,not_found,174.0,"Jacksonville, FL",Bateman,Rev.,1,1,unknown,1,12.525
2,1,Edward,male,32.0,1,0,2908,26.0,unknown,S,13,survived,"Norwich / New York, NY",Beane,Mr.,0,2,unknown,2,13.0
2,1,Edward (Ethel Clarke),female,19.0,1,0,2908,26.0,unknown,S,13,survived,"Norwich / New York, NY",Beane,Mrs.,0,2,unknown,2,13.0
2,0,Henry James,male,28.0,0,0,244358,26.0,unknown,S,not_found,not_found,England,Beauchamp,Mr.,1,1,unknown,2,13.0
2,1,Richard F,male,1.0,2,1,230136,39.0,F4,S,11,survived,"Guntur, India / Benton Harbour, MI",Becker,Master.,0,4,F,4,9.75
2,1,Marion Louise,female,4.0,2,1,230136,39.0,F4,S,11,survived,"Guntur, India / Benton Harbour, MI",Becker,Miss.,0,4,F,4,9.75
2,1,Ruth Elizabeth,female,12.0,2,1,230136,39.0,F4,S,13,survived,"Guntur, India / Benton Harbour, MI",Becker,Miss.,0,4,F,4,9.75
2,1,Allen Oliver (Nellie E Baumgardner),female,36.0,0,3,230136,39.0,F4,S,11,survived,"Guntur, India / Benton Harbour, MI",Becker,Mrs.,0,4,F,4,9.75
2,1,Lawrence,male,34.0,0,0,248698,13.0,D56,S,13,survived,London,Beesley,Mr.,1,1,D,1,13.0
2,1,Lilian W,female,19.0,0,0,28404,13.0,unknown,S,12,survived,"Rochester, NY",Bentham,Miss.,1,1,unknown,1,13.0
2,0,William John,male,23.0,0,0,28425,13.0,unknown,S,not_found,not_found,"St Ives, Cornwall / Calumet, MI",Berriman,Mr.,1,1,unknown,1,13.0
2,0,William Hull,male,26.0,0,0,237670,13.0,unknown,S,not_found,not_found,"Elmira, NY / Orange, NJ",Botsford,Mr.,1,1,unknown,1,13.0
2,0,Solomon,male,42.0,0,0,211535,13.0,unknown,S,not_found,not_found,London,Bowenur,Mr.,1,1,unknown,1,13.0
2,0,James H,male,27.0,0,0,220367,13.0,unknown,S,not_found,not_found,"Lake Arthur, Chavez County, NM",Bracken,Mr.,1,1,unknown,1,13.0
2,1,"Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,11,survived,"London / Montreal, PQ",Brown,Miss.,1,1,F,1,13.0
2,1,Edith Eileen,female,15.0,0,2,29750,39.0,unknown,S,14,survived,"Cape Town, South Africa / Seattle, WA",Brown,Miss.,0,3,unknown,3,13.0
2,0,Thomas William Solomon,male,60.0,1,1,29750,39.0,unknown,S,not_found,not_found,"Cape Town, South Africa / Seattle, WA",Brown,Mr.,0,3,unknown,3,13.0
2,1,Thomas William Solomon (Elizabeth Catherine Ford),female,40.0,1,1,29750,39.0,unknown,S,14,survived,"Cape Town, South Africa / Seattle, WA",Brown,Mrs.,0,3,unknown,3,13.0
2,1,Dagmar Jenny Ingeborg ,female,20.0,1,0,236853,26.0,unknown,S,12,survived,"Skara, Sweden / Rockford, IL",Bryhl,Miss.,0,2,unknown,2,13.0
